rslemos/cobolg,false,0,0,1,true,,,https://github.com/rslemos/cobolg.git,2017-01-04T18:04:27Z,542,0,1,1.11.3,3
jdivy/netty,true,0,0,1,true,netty/netty,,https://github.com/jdivy/netty.git,2014-12-21T22:19:56Z,6840,69,158,1.7.1,53
tempbottle/netty,true,0,0,1,true,netty/netty,,https://github.com/tempbottle/netty.git,2015-08-02T04:17:20Z,6832,127,156,1.7.1,53
liyang1025/netty,true,0,0,1,true,netty/netty,,https://github.com/liyang1009/netty.git,2015-08-07T10:47:49Z,6837,127,156,1.7.1,53
apache/parquet-mr,false,910,797,99,true,,,https://github.com/apache/parquet-mr.git,2019-08-19T06:57:31Z,2095,46,112,1.21,53
jenetics/jenetics,false,477,95,40,true,,,https://github.com/jenetics/jenetics.git,2019-08-15T02:27:49Z,9495,50,10,1.20,53
robertdale/tinkerpop,true,1,0,1,true,apache/tinkerpop,,https://github.com/robertdale/tinkerpop.git,2019-08-20T14:53:21Z,15647,0,106,1.21,52
gameduell/eclipselink.runtime,true,0,0,7,true,sabineheider/eclipselink.runtime,,https://github.com/gameduell/eclipselink.runtime.git,2016-03-21T13:28:28Z,9693,208,21,0.9.3,52
apache/tinkerpop,false,920,478,108,true,,,https://github.com/apache/tinkerpop.git,2019-08-20T12:55:50Z,15647,59,107,1.21,52
tzaeschke/distributed-phtree,false,1,1,1,true,,,https://github.com/tzaeschke/distributed-phtree.git,2017-10-16T14:39:21Z,379,0,2,1.1.1,26
ruhkopf/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/ruhkopf/Hystrix.git,2015-09-21T22:25:57Z,1233,83,49,1.10.3,50
jforge/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/jforge/Hystrix.git,2015-03-31T14:10:41Z,1217,70,49,1.10.3,50
thomasandersen77/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/thomasandersen77/Hystrix.git,2015-09-18T10:58:20Z,1230,83,49,1.10.3,50
mukteshkrmishra/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/mukteshkrmishra/Hystrix.git,2015-09-18T21:47:03Z,1230,83,49,1.10.3,50
sensaid/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/sensaid/Hystrix.git,2015-09-16T16:52:06Z,1228,83,49,1.10.3,50
tvaughan77/Hystrix,true,0,0,0,true,Netflix/Hystrix,,https://github.com/tvaughan77/Hystrix.git,2015-09-29T13:10:35Z,1245,84,50,1.10.3,50
hcheung/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/hcheung/Hystrix.git,2015-09-30T17:51:23Z,1245,84,50,1.10.3,50
davidkarlsen/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/davidkarlsen/Hystrix.git,2015-11-15T21:58:05Z,1361,57,54,1.11.1,50
sasrin/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/Assk/Hystrix.git,2015-08-30T05:08:41Z,1404,82,54,1.11.1,50
fredboutin/Hystrix,true,0,0,0,true,Netflix/Hystrix,,https://github.com/fredboutin/Hystrix.git,2015-09-11T15:07:00Z,1227,83,49,1.10.3,50
Fsero/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/Fsero/Hystrix.git,2015-09-30T12:15:26Z,1245,84,50,1.10.3,50
mantofast/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/mantofast/Hystrix.git,2015-09-11T02:15:08Z,1226,83,48,1.10.3,50
ouyangkongtong/Hystrix,true,0,0,0,true,Netflix/Hystrix,,https://github.com/ouyangkongtong/Hystrix.git,2015-09-18T16:30:55Z,1230,83,49,1.10.3,50
comodal/hash-overlay,false,2,0,1,true,,,https://github.com/comodal/hash-overlay.git,2018-01-19T18:04:09Z,62,30,1,,50
neowu/core-ng-demo-project,false,6,5,3,true,,,https://github.com/neowu/core-ng-demo-project.git,2019-08-14T19:05:23Z,358,0,1,1.21,47
sebright/opencensus-java,true,0,0,1,true,census-instrumentation/opencensus-java,,https://github.com/sebright/opencensus-java.git,2019-04-08T17:53:54Z,2157,0,36,1.20,49
mpwaller/diet-yoink,false,,,,false,,,,,,,,,
Alex-Diez/Java-TDD-Katas,false,0,0,0,true,,,https://github.com/alex-dukhno/java-tdd-katas.git,2019-07-27T09:47:49Z,297,0,1,1.11,27
airlift/slice,false,368,97,48,true,,,https://github.com/airlift/slice.git,2019-08-17T13:52:26Z,257,35,18,,48
loganj/RxJava,true,0,0,0,true,ReactiveX/RxJava,,https://github.com/loganj/RxJava.git,2014-10-16T02:20:39Z,3484,108,82,,48
electrum/slice,true,0,0,1,true,airlift/slice,,https://github.com/electrum/slice.git,2018-12-31T05:56:51Z,241,29,16,,48
zxs/druid,true,1,0,1,true,apache/incubator-druid,,https://github.com/zxs/druid.git,2018-07-06T15:32:32Z,7228,353,114,1.9.2,48
yshaojie/Hystrix,true,0,0,1,true,Netflix/Hystrix,,https://github.com/yshaojie/Hystrix.git,2015-08-14T03:36:52Z,1211,82,48,1.10.3,48
