"project","className","jmhVersion","benchmarkName","executionTimeDefault","executionTime","executionTimePercentage","warmupTimeDefault","warmupTime","warmupTimePercentage","measurementTimeDefault","measurementTime","measurementTimePercentage","onlyModeChanged","onlySingleShot","measurementWarmupRatio","measurementWarmupRatioPerMeasurementFork","hasWarmupForks"
"acisternino/narjillos-math-bench","org.nusco.narjillos.jmh.FastMathAtan2Benchmark","1.9.2","baselineAtan2","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"acisternino/narjillos-math-bench","org.nusco.narjillos.jmh.FastMathAtan2Benchmark","1.9.2","narjillosFastMathAtan2","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"acisternino/narjillos-math-bench","org.nusco.narjillos.jmh.FastMathAtan2Benchmark","1.9.2","commonsFastMathAtan2","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"acisternino/narjillos-math-bench","org.nusco.narjillos.jmh.FastMathSinCosBenchmark","1.9.2","baselineSin","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"acisternino/narjillos-math-bench","org.nusco.narjillos.jmh.FastMathSinCosBenchmark","1.9.2","narjillosFastMathSin","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"acisternino/narjillos-math-bench","org.nusco.narjillos.jmh.FastMathSinCosBenchmark","1.9.2","commonsFastMathSin","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"acisternino/narjillos-math-bench","org.nusco.narjillos.jmh.FastMathSinCosBenchmark","1.9.2","baselineCos","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"acisternino/narjillos-math-bench","org.nusco.narjillos.jmh.FastMathSinCosBenchmark","1.9.2","narjillosFastMathCos","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"acisternino/narjillos-math-bench","org.nusco.narjillos.jmh.FastMathSinCosBenchmark","1.9.2","commonsFastMathCos","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"addthis/basis","com.addthis.basis.chars.CharSeqOnlyIter$AbstractCharSeqBench","1.10.1","iterateString","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/basis","com.addthis.basis.chars.CharSeqIterAndEncode$AbstractCharSeqBench","1.10.1","iterateString","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/basis","com.addthis.basis.util.BitReversals","1.10.1","reverseJdk","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/basis","com.addthis.basis.util.BitReversals","1.10.1","reverseBasis","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/basis","com.addthis.basis.util.BitReversals","1.10.1","stackReverse","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/basis","com.addthis.basis.util.BitReversals","1.10.1","stanfordParallelReverse","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/basis","com.addthis.basis.util.BitReversals","1.10.1","stanfordSevenOpReverse","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/basis","com.addthis.basis.util.BitReversals","1.10.1","stanfordMultiplyReverse","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/basis","com.addthis.basis.util.BitReversals","1.10.1","loopReverse","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/codec","com.addthis.basis.chars.CharSeqAbstractExample$AbstractCharSeqBench","0.9.6","iterateString","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/codec","com.addthis.basis.util.BitReversalExample","0.9.6","reverseJdk","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/codec","com.addthis.basis.util.BitReversalExample","0.9.6","reverseBasis","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/codec","com.addthis.basis.util.BitReversalExample","0.9.6","stackReverse","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/codec","com.addthis.basis.util.BitReversalExample","0.9.6","stanfordParallelReverse","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/codec","com.addthis.basis.util.BitReversalExample","0.9.6","stanfordSevenOpReverse","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/codec","com.addthis.basis.util.BitReversalExample","0.9.6","stanfordMultiplyReverse","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/codec","com.addthis.basis.util.BitReversalExample","0.9.6","loopReverse","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/codec","com.addthis.codec.reflection.ReflectOps","0.9.6","reflectCheckArray","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"addthis/codec","com.addthis.codec.reflection.ReflectOps","0.9.6","infoCheckArray","400","5.0","0.0125","200","2.0","0.01","200","3.0","0.015","false","false","1.5","1.5","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.Jackson","1.10.1","jsonUnmashal","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.Jackson","1.10.1","jsonMashal","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.Jackson","1.10.1","xmlMashalJackson","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.Jackson","1.10.1","xmlUnmashalJackson","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.Jackson","1.10.1","xmlMashalJacksonStatic","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.Jackson","1.10.1","xmlUnmashalJacksonStatic","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.JaxbMashalUnMashal","1.10.1","mashal","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.JaxbMashalUnMashal","1.10.1","mashalStatic","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.JaxbMashalUnMashal","1.10.1","unmashal","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.JaxbMashalUnMashal","1.10.1","unmashalStatic","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.ExceptionsBenchMark","1.10.1","throwRuntimeException","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.DynamicLanguages","1.10.1","groovy","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.RegularExpressions","1.10.1","validateEmail","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.GeneratePrimeNumbersWithForLoop","1.10.1","generatePrime","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.MicroBenchMarks","1.10.1","deadCodeElimination","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.MicroBenchMarks","1.10.1","noDeadCodeElimination","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.MicroBenchMarks","1.10.1","calculateLogPiCodeElimination","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.MicroBenchMarks","1.10.1","calculateLogPi","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.MicroBenchMarks","1.10.1","loopThatCanBeUnrolled","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.MicroBenchMarks","1.10.1","manualUnrollOfLoop","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.MicroBenchMarks","1.10.1","arrayListForeach","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.MicroBenchMarks","1.10.1","arrayListIterator","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.GeneratePoiWorkBook","1.10.1","generatePoiXLSWorkBook","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.GeneratePoiWorkBook","1.10.1","generatePoiXLSXWorkBook","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.Reflection","1.10.1","withoutReflection","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AdoptOpenJDK/vmbenchmarks","com.github.vmbenchmarks.Reflection","1.10.1","doReflection","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"afdw/fastcloud","com.anton.fastcloud.perf.PerfContinuousBuffer","1.17.4","test","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"afdw/fastcloud","com.anton.fastcloud.perf.PerfSerialization","1.17.4","serialize","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","0.9","unpooledHeapAllocAndFree","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","0.9","unpooledDirectAllocAndFree","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","0.9","pooledHeapAllocAndFree","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","0.9","pooledDirectAllocAndFree","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","0.9","defaultPooledHeapAllocAndFree","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","0.9","defaultPooledDirectAllocAndFree","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.SwappedByteBufBenchmark","0.9","swappedByteBufSetInt","400","350.0","0.875","200","100.0","0.5","200","250.0","1.25","false","false","2.5","2.5","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.SwappedByteBufBenchmark","0.9","swappedByteBufSetShort","400","350.0","0.875","200","100.0","0.5","200","250.0","1.25","false","false","2.5","2.5","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.SwappedByteBufBenchmark","0.9","swappedByteBufSetLong","400","350.0","0.875","200","100.0","0.5","200","250.0","1.25","false","false","2.5","2.5","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.SwappedByteBufBenchmark","0.9","unsafeSwappedByteBufSetInt","400","350.0","0.875","200","100.0","0.5","200","250.0","1.25","false","false","2.5","2.5","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.SwappedByteBufBenchmark","0.9","unsafeSwappedByteBufSetShort","400","350.0","0.875","200","100.0","0.5","200","250.0","1.25","false","false","2.5","2.5","false"
"afredlyj/learn-netty","io.netty.microbench.buffer.SwappedByteBufBenchmark","0.9","unsafeSwappedByteBufSetLong","400","350.0","0.875","200","100.0","0.5","200","250.0","1.25","false","false","2.5","2.5","false"
"afredlyj/learn-netty","io.netty.microbench.concurrent.FastThreadLocalBenchmark","0.9","jdkThreadLocalGet","400","300.0","0.75","200","200.0","1.0","200","100.0","0.5","false","false","0.5","0.5","false"
"afredlyj/learn-netty","io.netty.microbench.concurrent.FastThreadLocalBenchmark","0.9","fastThreadLocal","400","300.0","0.75","200","200.0","1.0","200","100.0","0.5","false","false","0.5","0.5","false"
"afredlyj/learn-netty","io.netty.microbench.internal.RecyclableArrayListBenchmark","0.9","recycleSameThread","400","300.0","0.75","200","200.0","1.0","200","100.0","0.5","false","false","0.5","0.5","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.ProxyTest","0.9","proxy","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.ProxyTest","0.9","proxy0","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.FactoryVsCache","0.9","cache","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.FactoryVsCache","0.9","factory","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.HashStructTest","0.9","testInsertion","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.HashStructTest","0.9","testRAetrieval","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.HashStructTest","0.9","testRBemoval","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.HashStructTest","0.9","testInsertion0","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.HashStructTest","0.9","testRAetrieval0","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.HashStructTest","0.9","testRBemoval0","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.HashBenchmark","0.9","atroll","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.HashBenchmark","0.9","java","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.HashBenchmark","0.9","murmur","400","40.0","0.1","200","20.0","0.1","200","20.0","0.1","false","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.EventTest","0.9","aRegister","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.EventTest","0.9","bCall","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.ReflectVsNormal","0.9","NormalInvoke","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.ReflectVsNormal","0.9","ReflectInvoke","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.SynchronizationTest","0.9","synchedMap","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.SynchronizationTest","0.9","synchSynchedMap","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.SetStructTest","0.9","testInsertion","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.SetStructTest","0.9","testInsertion0","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.SetStructTest","0.9","testRemoval","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.SetStructTest","0.9","testRemoval0","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.UnsafeProviderTest","0.9","getUnsafe","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.UnsafeProviderTest","0.9","getUnsafe0","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.AtomicVsVolatile","0.9","readVol","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.AtomicVsVolatile","0.9","writeVol","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.AtomicVsVolatile","0.9","readAto","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.AtomicVsVolatile","0.9","writeAto","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.AtomicVsVolatile","0.9","writeAto0","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.AtomicVsVolatile","0.9","readUnsafe","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.AtomicVsVolatile","0.9","readReg","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.AtomicVsVolatile","0.9","writeReg","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.AtomicVsVolatile","0.9","writeUnsafe","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.AtomicVsVolatile","0.9","writeUnsafe0","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.LockBenchmark","0.9","synched","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.LockBenchmark","0.9","rlock","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"AgentTroll/TrollCommons","com.gmail.woodyc40.commons.LockBenchmark","0.9","internal","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
