"project","className","benchmarkName","sameConfig","sameCode","bothSame","neverSameBenchmark"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MaxByIntTest","maxByQuantity_serial_lazy_direct_lambda_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MaxByIntTest","maxByQuantity_serial_lazy_collect_methodref_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MaxByIntTest","maxByQuantity_serial_lazy_collect_lambda_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MaxByIntTest","maxByQuantity_parallel_lazy_direct_methodref_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MaxByIntTest","maxByQuantity_parallel_lazy_direct_lambda_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MaxByIntTest","maxByQuantity_parallel_lazy_collect_methodref_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MaxByIntTest","maxByQuantity_parallel_lazy_collect_lambda_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MaxByIntTest","maxByQuantity_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MaxByIntTest","maxByQuantity_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MaxByIntTest","maxByQuantity_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.ListEqualTest","jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.ListEqualTest","ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetContainsTest","contains_mutable_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetContainsTest","contains_immutable_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetContainsTest","contains_mutable_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetContainsTest","contains_immutable_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest","serial_mutable_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest","serial_immutable_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest","parallel_mutable_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest","parallel_immutable_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest","serial_mutable_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest","serial_immutable_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest","parallel_mutable_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.set.sorted.SortedSetIterationTest","parallel_immutable_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest","jdkGet","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest","kolobokeGet","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest","ecGet","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest","jdkPut","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest","kolobokePut","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest","ecPut","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest","ecRemove","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest","jdkRemove","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapLargeStressTest","kolobokeRemove","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","short_circuit_middle_serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","short_circuit_middle_serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","process_all_serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","process_all_serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","short_circuit_middle_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","process_all_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","short_circuit_middle_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","process_all_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","short_circuit_middle_serial_eager_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","process_all_serial_eager_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","short_circuit_middle_serial_lazy_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","process_all_serial_lazy_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","short_circuit_middle_parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","short_circuit_middle_parallel_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","process_all_parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","process_all_parallel_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","short_circuit_middle_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","process_all_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","short_circuit_middle_parallel_lazy_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnySatisfyTest","process_all_parallel_lazy_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByProduct_serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByProduct_serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByAccount_serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByAccount_serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByCategory_serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByCategory_serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByProduct_parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByProduct_parallel_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByAccount_parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByAccount_parallel_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByCategory_parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByCategory_parallel_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByProduct_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByAccount_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByCategory_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByProduct_parallel_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByAccount_parallel_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByCategory_parallel_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByProduct_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByAccount_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByCategory_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByProduct_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByAccount_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateByCategory_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateInPlaceByProduct_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateInPlaceByAccount_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateInPlaceByCategory_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateInPlaceByProduct_parallel_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateInPlaceByAccount_parallel_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateInPlaceByCategory_parallel_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateInPlaceByProduct_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateInPlaceByAccount_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AggregateByTest","aggregateInPlaceByCategory_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_2_keys_serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_2_keys_serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_100_keys_serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_100_keys_serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_10000_keys_serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_10000_keys_serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_2_keys_parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_2_keys_parallel_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_100_keys_parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_100_keys_parallel_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_10000_keys_parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_10000_keys_parallel_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_unordered_lists_2_keys_serial_eager_guava","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_unordered_lists_100_keys_serial_eager_guava","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_unordered_lists_10000_keys_serial_eager_guava","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_2_keys_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_100_keys_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_10000_keys_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_unordered_lists_2_keys_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_unordered_lists_100_keys_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_unordered_lists_10000_keys_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_2_keys_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_100_keys_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_10000_keys_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_2_keys_serial_eager_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_100_keys_serial_eager_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_10000_keys_serial_eager_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_2_keys_serial_lazy_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_100_keys_serial_lazy_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_10000_keys_serial_lazy_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_2_keys_parallel_lazy_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_100_keys_parallel_lazy_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.GroupBySetTest","groupBy_10000_keys_parallel_lazy_scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.RejectTest","serial_lazy_jdk_lambda_not","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.RejectTest","serial_lazy_streams_ec_lambda_not","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.RejectTest","serial_lazy_jdk_lambda_negate","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.RejectTest","serial_lazy_streams_ec_lambda_negate","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.RejectTest","serial_eager_ec_select_predicates_not","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.RejectTest","serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.RejectTest","serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnagramListTest","serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnagramListTest","parallel_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnagramListTest","parallel_eager_forkjoin_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnagramListTest","serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnagramListTest","serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnagramListTest","parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.AnagramListTest","parallel_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.FunctionalInterfaceSetTest","serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.FunctionalInterfaceSetTest","parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.FunctionalInterfaceSetTest","serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.FunctionalInterfaceSetTest","serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.FunctionalInterfaceSetTest","parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_serial_lazy_direct_methodref_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_serial_lazy_direct_lambda_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_serial_lazy_collect_methodref_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_serial_lazy_collect_lambda_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_parallel_lazy_direct_methodref_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_parallel_lazy_direct_lambda_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_parallel_lazy_collect_methodref_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_parallel_lazy_collect_lambda_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.MinByIntTest","minByQuantity_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","short_circuit_middle_serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","short_circuit_middle_serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","process_none_serial_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","process_none_serial_lazy_streams_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","short_circuit_middle_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","process_none_serial_eager_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","short_circuit_middle_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","process_none_serial_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","short_circuit_middle_parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","process_all_parallel_lazy_jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","short_circuit_middle_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.NoneSatisfyTest","process_all_parallel_lazy_ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.ListAddAllTest","jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.ListAddAllTest","ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.EcMutableMapGetTest","get","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest","get","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.ScalaAnyRefMapGetTest","get","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.MapGrowthTest","mutableEcPut","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.MapGrowthTest","mutableScalaPut","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.MapGrowthTest","immutableScalaPut","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.ScalaMutableMapGetTest","get","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.HppcMutableMapGetTest","get","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.TroveMutableMapGetTest","get","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.KolobokeMapPutTest","koloboke","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest","get","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.ChainMapPutTest","ec","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.ChainMapPutTest","hppc","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.ChainMapPutTest","jdk","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.ChainMapPutTest","scala","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.ScalaImmutableMapGetTest","get","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.JdkMutableMapGetTest","get","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.TroveMapPutTest","trove","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.map.ScalaAnyRefMapPutTest","scalaAnyRef","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapTest","get","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapTest","put","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapTest","presizedPut","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.IntIntMapTest","remove","true","true","true","false"
"motlin/eclipse-collections","org.eclipse.collections.impl.jmh.CollectTest","serial_lazy_jdk","true","true","true","false"
